src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,pkts_sent,pkts_received,duration_sec,avg_pkt_size,pkt_rate,syn_count,ack_count,fin_count,rst_count,psh_count,syn_ack_ratio,syn_fin_ratio,min_pkt_size,max_pkt_size,total_packets,total_bytes,traffic_type,packet_type,filter_stage,timestamp
127.0.0.53,127.0.0.1,53,41908,UDP,608,0,2,0,0.001198,304.00,1669.45,0,0,0,0,0,0.000,0.000,232,376,2,608,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.412969
10.207.139.174,10.207.139.196,53,36255,UDP,221,0,1,0,0.000001,221.00,1000000.00,0,0,0,0,0,0.000,0.000,221,221,1,221,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413024
10.207.139.174,10.207.139.196,53,37629,UDP,365,0,1,0,0.000001,365.00,1000000.00,0,0,0,0,0,0.000,0.000,365,365,1,365,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413037
10.207.139.174,10.207.139.196,53,41582,UDP,339,0,1,0,0.000001,339.00,1000000.00,0,0,0,0,0,0.000,0.000,339,339,1,339,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413046
10.207.139.174,10.207.139.196,53,41742,UDP,195,0,1,0,0.000001,195.00,1000000.00,0,0,0,0,0,0.000,0.000,195,195,1,195,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413055
127.0.0.1,127.0.0.1,38206,5000,TCP,132,132,2,2,10.239973,66.00,0.39,0,4,0,0,0,0.000,0.000,66,66,4,264,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413063
127.0.0.1,127.0.0.1,41390,5000,TCP,132,66,2,1,10.240034,66.00,0.29,0,3,0,0,0,0.000,0.000,66,66,3,198,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413071
127.0.0.53,127.0.0.1,53,37394,UDP,556,0,2,0,0.000491,278.00,4073.32,0,0,0,0,0,0.000,0.000,206,350,2,556,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413091
10.207.139.174,10.207.139.196,53,47995,UDP,183,0,1,0,0.000001,183.00,1000000.00,0,0,0,0,0,0.000,0.000,183,183,1,183,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413100
10.207.139.174,10.207.139.196,53,56314,UDP,327,0,1,0,0.000001,327.00,1000000.00,0,0,0,0,0,0.000,0.000,327,327,1,327,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413108
127.0.0.53,127.0.0.1,53,36809,UDP,532,0,2,0,0.008748,266.00,228.62,0,0,0,0,0,0.000,0.000,194,338,2,532,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413115
10.207.139.174,10.207.139.196,53,40487,UDP,169,0,1,0,0.000001,169.00,1000000.00,0,0,0,0,0,0.000,0.000,169,169,1,169,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413123
10.207.139.174,10.207.139.196,53,53126,UDP,157,0,1,0,0.000001,157.00,1000000.00,0,0,0,0,0,0.000,0.000,157,157,1,157,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413131
10.207.139.174,10.207.139.196,53,41648,UDP,90,0,1,0,0.000001,90.00,1000000.00,0,0,0,0,0,0.000,0.000,90,90,1,90,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413139
10.207.139.174,10.207.139.196,53,59242,UDP,102,0,1,0,0.000001,102.00,1000000.00,0,0,0,0,0,0.000,0.000,102,102,1,102,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413147
127.0.0.53,127.0.0.1,53,38743,UDP,348,0,2,0,0.006395,174.00,312.74,0,0,0,0,0,0.000,0.000,168,180,2,348,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413165
127.0.0.53,127.0.0.1,53,50601,UDP,364,0,2,0,0.000068,182.00,29411.76,0,0,0,0,0,0.000,0.000,168,196,2,364,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413173
127.0.0.53,127.0.0.1,53,35950,UDP,240,0,2,0,0.000039,120.00,51282.05,0,0,0,0,0,0.000,0.000,114,126,2,240,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413180
127.0.0.53,127.0.0.1,53,54289,UDP,214,0,2,0,0.000520,107.00,3846.15,0,0,0,0,0,0.000,0.000,101,113,2,214,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413187
127.0.0.53,127.0.0.1,53,60598,UDP,536,0,2,0,0.000614,268.00,3257.33,0,0,0,0,0,0.000,0.000,196,340,2,536,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413193
10.207.139.174,10.207.139.196,53,46046,UDP,185,0,1,0,0.000001,185.00,1000000.00,0,0,0,0,0,0.000,0.000,185,185,1,185,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413201
10.207.139.174,10.207.139.196,53,50132,UDP,329,0,1,0,0.000001,329.00,1000000.00,0,0,0,0,0,0.000,0.000,329,329,1,329,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413209
127.0.0.53,127.0.0.1,53,49775,UDP,536,0,2,0,0.000701,268.00,2853.07,0,0,0,0,0,0.000,0.000,196,340,2,536,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413216
127.0.0.53,127.0.0.1,53,56050,UDP,236,0,2,0,0.021924,118.00,91.22,0,0,0,0,0,0.000,0.000,112,124,2,236,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413224
127.0.0.53,127.0.0.1,53,38316,UDP,153,0,1,0,0.000001,153.00,1000000.00,0,0,0,0,0,0.000,0.000,153,153,1,153,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413231
127.0.0.53,127.0.0.1,53,58360,UDP,340,0,2,0,0.009269,170.00,215.77,0,0,0,0,0,0.000,0.000,164,176,2,340,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413238
127.0.0.53,127.0.0.1,53,42949,UDP,140,0,1,0,0.000001,140.00,1000000.00,0,0,0,0,0,0.000,0.000,140,140,1,140,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413245
127.0.0.53,127.0.0.1,53,45006,UDP,210,0,2,0,0.000193,105.00,10362.69,0,0,0,0,0,0.000,0.000,99,111,2,210,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413252
127.0.0.53,127.0.0.1,53,49308,UDP,230,0,2,0,0.021935,115.00,91.18,0,0,0,0,0,0.000,0.000,109,121,2,230,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413259
127.0.0.53,127.0.0.1,53,44307,UDP,205,0,1,0,0.000001,205.00,1000000.00,0,0,0,0,0,0.000,0.000,205,205,1,205,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413266
127.0.0.53,127.0.0.1,53,52387,UDP,216,0,2,0,0.010428,108.00,191.79,0,0,0,0,0,0.000,0.000,102,114,2,216,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413276
127.0.0.53,127.0.0.1,53,37827,UDP,220,0,2,0,0.012153,110.00,164.57,0,0,0,0,0,0.000,0.000,104,116,2,220,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413283
127.0.0.53,127.0.0.1,53,36217,UDP,113,0,1,0,0.000001,113.00,1000000.00,0,0,0,0,0,0.000,0.000,113,113,1,113,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413291
127.0.0.53,127.0.0.1,53,43573,UDP,294,0,2,0,0.000343,147.00,5830.90,0,0,0,0,0,0.000,0.000,141,153,2,294,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413298
10.207.139.174,10.207.139.196,53,43401,UDP,113,0,1,0,0.000001,113.00,1000000.00,0,0,0,0,0,0.000,0.000,113,113,1,113,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413306
10.207.139.174,10.207.139.196,53,36254,UDP,142,0,1,0,0.000001,142.00,1000000.00,0,0,0,0,0,0.000,0.000,142,142,1,142,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413313
10.207.139.174,10.207.139.196,53,33547,UDP,101,0,1,0,0.000001,101.00,1000000.00,0,0,0,0,0,0.000,0.000,101,101,1,101,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413321
10.207.139.174,10.207.139.196,53,39575,UDP,153,0,1,0,0.000001,153.00,1000000.00,0,0,0,0,0,0.000,0.000,153,153,1,153,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413328
10.207.139.174,10.207.139.196,53,45043,UDP,194,0,1,0,0.000001,194.00,1000000.00,0,0,0,0,0,0.000,0.000,194,194,1,194,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413336
10.207.139.174,10.207.139.196,53,37730,UDP,165,0,1,0,0.000001,165.00,1000000.00,0,0,0,0,0,0.000,0.000,165,165,1,165,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413344
10.207.139.174,10.207.139.196,53,43604,UDP,129,0,1,0,0.000001,129.00,1000000.00,0,0,0,0,0,0.000,0.000,129,129,1,129,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413352
10.207.139.174,10.207.139.196,53,56933,UDP,88,0,1,0,0.000001,88.00,1000000.00,0,0,0,0,0,0.000,0.000,88,88,1,88,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413360
10.207.139.174,10.207.139.196,53,53560,UDP,100,0,1,0,0.000001,100.00,1000000.00,0,0,0,0,0,0.000,0.000,100,100,1,100,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413367
10.207.139.174,10.207.139.196,53,47344,UDP,98,0,1,0,0.000001,98.00,1000000.00,0,0,0,0,0,0.000,0.000,98,98,1,98,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413377
10.207.139.174,10.207.139.196,53,52889,UDP,155,0,1,0,0.000001,155.00,1000000.00,0,0,0,0,0,0.000,0.000,155,155,1,155,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413386
10.207.139.174,10.207.139.196,53,42591,UDP,110,0,1,0,0.000001,110.00,1000000.00,0,0,0,0,0,0.000,0.000,110,110,1,110,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413394
10.207.139.174,10.207.139.196,53,60342,UDP,91,0,1,0,0.000001,91.00,1000000.00,0,0,0,0,0,0.000,0.000,91,91,1,91,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413402
10.207.139.174,10.207.139.196,53,40225,UDP,103,0,1,0,0.000001,103.00,1000000.00,0,0,0,0,0,0.000,0.000,103,103,1,103,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413410
10.207.139.174,10.207.139.196,53,42828,UDP,93,0,1,0,0.000001,93.00,1000000.00,0,0,0,0,0,0.000,0.000,93,93,1,93,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413418
10.207.139.174,10.207.139.196,53,52440,UDP,102,0,1,0,0.000001,102.00,1000000.00,0,0,0,0,0,0.000,0.000,102,102,1,102,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413426
10.207.139.174,10.207.139.196,53,52895,UDP,105,0,1,0,0.000001,105.00,1000000.00,0,0,0,0,0,0.000,0.000,105,105,1,105,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413434
10.207.139.174,10.207.139.196,53,56817,UDP,142,0,1,0,0.000001,142.00,1000000.00,0,0,0,0,0,0.000,0.000,142,142,1,142,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413441
10.207.139.174,10.207.139.196,53,33931,UDP,171,0,1,0,0.000001,171.00,1000000.00,0,0,0,0,0,0.000,0.000,171,171,1,171,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413449
10.207.139.174,10.207.139.196,53,59256,UDP,130,0,1,0,0.000001,130.00,1000000.00,0,0,0,0,0,0.000,0.000,130,130,1,130,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413458
10.207.139.174,10.207.139.196,53,47998,UDP,92,0,1,0,0.000001,92.00,1000000.00,0,0,0,0,0,0.000,0.000,92,92,1,92,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413466
10.207.139.174,10.207.139.196,53,35957,UDP,104,0,1,0,0.000001,104.00,1000000.00,0,0,0,0,0,0.000,0.000,104,104,1,104,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413473
10.207.139.174,10.207.139.196,53,56106,UDP,153,0,1,0,0.000001,153.00,1000000.00,0,0,0,0,0,0.000,0.000,153,153,1,153,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413483
10.207.139.174,10.207.139.196,53,58022,UDP,105,0,1,0,0.000001,105.00,1000000.00,0,0,0,0,0,0.000,0.000,105,105,1,105,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413491
10.207.139.174,10.207.139.196,53,49721,UDP,117,0,1,0,0.000001,117.00,1000000.00,0,0,0,0,0,0.000,0.000,117,117,1,117,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413499
127.0.0.53,127.0.0.1,53,45027,UDP,218,0,2,0,0.000235,109.00,8510.64,0,0,0,0,0,0.000,0.000,103,115,2,218,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413509
127.0.0.53,127.0.0.1,53,48919,UDP,218,0,2,0,0.000131,109.00,15267.18,0,0,0,0,0,0.000,0.000,103,115,2,218,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413516
127.0.0.53,127.0.0.1,53,50712,UDP,182,0,1,0,0.000001,182.00,1000000.00,0,0,0,0,0,0.000,0.000,182,182,1,182,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413523
127.0.0.53,127.0.0.1,53,37772,UDP,244,0,2,0,0.000162,122.00,12345.68,0,0,0,0,0,0.000,0.000,116,128,2,244,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413530
127.0.0.53,127.0.0.1,53,33469,UDP,282,0,2,0,0.000233,141.00,8583.69,0,0,0,0,0,0.000,0.000,135,147,2,282,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413538
127.0.0.53,127.0.0.1,53,48832,UDP,282,0,2,0,0.000126,141.00,15873.02,0,0,0,0,0,0.000,0.000,135,147,2,282,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413544
10.207.139.174,10.207.139.196,53,35713,UDP,158,0,1,0,0.000001,158.00,1000000.00,0,0,0,0,0,0.000,0.000,158,158,1,158,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413553
127.0.0.53,127.0.0.1,53,46143,UDP,169,0,1,0,0.000001,169.00,1000000.00,0,0,0,0,0,0.000,0.000,169,169,1,169,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413562
10.207.139.174,10.207.139.196,53,53858,UDP,124,0,1,0,0.000001,124.00,1000000.00,0,0,0,0,0,0.000,0.000,124,124,1,124,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413572
127.0.0.53,127.0.0.1,53,41244,UDP,223,0,1,0,0.000001,223.00,1000000.00,0,0,0,0,0,0.000,0.000,223,223,1,223,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413579
10.207.139.174,10.207.139.196,53,42431,UDP,136,0,1,0,0.000001,136.00,1000000.00,0,0,0,0,0,0.000,0.000,136,136,1,136,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413588
10.207.139.174,10.207.139.196,53,46393,UDP,127,0,1,0,0.000001,127.00,1000000.00,0,0,0,0,0,0.000,0.000,127,127,1,127,LOCAL_NETWORK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413596
127.0.0.53,127.0.0.1,53,53811,UDP,251,0,1,0,0.000001,251.00,1000000.00,0,0,0,0,0,0.000,0.000,251,251,1,251,LOCAL_LOOPBACK,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413622
140.82.114.21,10.207.139.196,443,38638,TCP,74,0,1,0,0.000001,74.00,1000000.00,1,1,0,0,0,1.000,999.000,74,74,1,74,EXTERNAL,ALLOWED,PASSED_ALL_FILTERS,2025-11-09T07:41:07.413631
